Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Gasolina 95 E5;Gasolina 95 E10;Gasolina 95 E5 Premium;Gasolina 98 E5;Gasolina 98 E10;Gasóleo A;Gasóleo Premium;Gasóleo B;Gasóleo C;Bioetanol;Biodiésel;Gases licuados del petróleo;Gas natural comprimido;Gas natural licuado;Hidrógeno;Gasóleo de uso marítimo;Rótulo;Tipo;Horario
ASTURIAS;SALAS;CASAZORRINA;33868;ALDEA POLIGONO INDUSTRIAL, 1;D;-6,232806;43,404750;02/11/2023 11:12;1,749;;;;;1,739;1,839;1,499;;;;;;;;;REPSOL;;L-D: 06:00-22:00
MELILLA;MELILLA;MELILLA;52001;ALFEREZ PROVISIONALES S/N;D;-2,946306;35,290472;31/10/2023 15:00;1,253;;;;;1,264;1,304;;;;;;;;;;SHELL;;L-S: 07:00-23:00
VALENCIA / VALÈNCIA;OLIVA;OLIVA;46780;ALFONSO EL MAGNANIMO, 41;N;-0,094694;38,931639;;1,615;;;;;1,615;;;;;;;;;;;BP OIL;Suministro a barcos deportivos o de recreo;L: 08:00-19:00
ALBACETE;RODA (LA);RODA (LA);02630;ALFREDO ATIENZA, 149-151;D;-2,147750;39,201139;30/10/2023 18:00;;;;;;1,495;;1,139;;;;;;;;;LA REMEDIADORA;;L-D: 24H
ALICANTE;ALCOY/ALCOI;ALCOY/ALCOI;03800;Alicante, 1 - P.I. Beniata;N;-0,477972;38,695083;02/11/2023 13:48;1,469;;;;;1,449;;;;;;;;;;;GASOLINERA ALCOY ;;L-D: 24H
BARCELONA;BARCELONA;BARCELONA;08018;Almogavares, 66;N;2,186482;41,394195;03/11/2023 10:20;1,684;;1,734;;;1,619;1,709;;;;;;;;;;GALP;;L-D: 24H
VALENCIA / VALÈNCIA;ALZIRA;ALZIRA;46600;ALZIRA/CARCAIXENT km 0.400;D;-0,439472;39,141611;02/11/2023 14:16;1,558;;;;;1,498;;1,348;;;;;;;;;ALZICOOP CARBURANTS;;L-D: 24H
LEÓN;BEMBIBRE;BEMBIBRE;24300;ANTIGUA NACIONAL VI KM 368;D;-6,401389;42,608861;03/11/2023 00:00;1,609;;;1,729;;1,629;1,689;;;;;;;;;;REPSOL;;L-S: 08:00-15:00
GIPUZKOA;IRUN;IRUN;20305;ANTXOTXIPI Nº 17 - ZAISA III;D;-1,766167;43,337500;30/10/2023 14:13;;;;;;1,689;;;;;;;;;;;SACYTRANS;;L-D: 24H
ALICANTE;ALFÀS DEL PI (L');ALFAS DEL PI (L');03581;AP-1535 km 2,000;N;-0,082972;38,567722;03/11/2023 10:20;1,664;;;1,794;;1,589;1,659;;;;;;;;;;GALP;;L-D: 06:00-22:00
CÁDIZ;JEREZ DE LA FRONTERA;JEREZ DE LA FRONTERA;11407;AP-4 (MRG.DCHO.) km 70;D;-6,044722;36,781500;03/11/2023 00:00;1,689;;;1,831;;1,719;1,809;;;;;;;;;;BP AP4 CUADREJON SEVILLA;;L-D: 07:00-23:00
CÁDIZ;JEREZ DE LA FRONTERA;JEREZ DE LA FRONTERA;11407;AP-4 (MRG.IZDO.) km 70;I;-6,043167;36,781250;03/11/2023 00:00;1,689;;;1,831;;1,719;1,809;;;;;;;;;;BP AP4 CUADREJON JEREZ;;L-D: 07:00-23:00
SEVILLA;CABEZAS DE SAN JUAN (LAS);CABEZAS DE SAN JUAN (LAS);41730;AP-4 km 45;I;-5,938889;37,000861;02/11/2023 10:00;1,689;;;1,829;;1,719;1,809;;;;;0,971;;;;;ENI;;L-D: 24H
PONTEVEDRA;SILLEDA;SILLEDA;36453;AP-53 km 28,000;N;-8,300833;42,716389;03/11/2023 10:20;1,649;;;1,769;;1,679;1,769;;;;;;;;;;GALP;;L-D: 24H
CASTELLÓN / CASTELLÓ;BENICARLÓ;BENICARLO;12580;AP-7 (MRG.DCHO.) km 358,2;D;0,406056;40,459222;03/11/2023 06:00;1,729;;1,789;;;1,689;1,775;;;;;;;;;;CEPSA;;L-D: 24H
GIPUZKOA;DEBA;ITZIAR;20829;AP-8 (MRG.DCHO.) km 55;D;-2,329861;43,284528;03/11/2023 09:30;1,719;;;1,851;;1,725;1,791;;;;;;;;;;CEPSA;;L-D: 24H
GIPUZKOA;DEBA;ITZIAR;20829;AP-8 (MRG.IZDO.) km 55;I;-2,328222;43,284944;03/11/2023 09:30;1,719;;;1,851;;1,725;1,791;;;;;;;;;;CEPSA;;L-D: 24H
ZARAGOZA;REMOLINOS;REMOLINOS;50637;APARTAMENTES CAMINO DE LA GABARDERA, S/N;N;-1,183778;41,839139;30/10/2023 17:57;;;;;;;;1,210;;;;;;;;;COOPERATIVA;;"L-V: 08:00-13:00 y 15:00-18:00; S: 08:00-13:00"
TARRAGONA;REUS;REUS;43206;APEL·LES MESTRES 44-46;N;1,071278;41,162944;30/10/2023 08:11;1,574;;;1,729;;1,569;;;;;;;;;;;ENTREAUTO;;L-D: 24H
GIPUZKOA;OIARTZUN;OIARTZUN;20180;ARAÑABURU 3-B;D;-1,861056;43,317056;03/11/2023 10:09;;;;;;1,719;;;;;;;;;;;INSAUSTI;;L-D: 24H
MÁLAGA;MIJAS;MIJAS;29649;AREA, ARRABAL BUTIPLAYA LA, 1;D;-4,682833;36,501889;03/11/2023 08:21;1,689;;;1,831;;1,709;1,799;;;;;0,899;;;;;BP LA CALA;;L-D: 24H
BADAJOZ;BADAJOZ;BADAJOZ;06009;AREA, ARRABAL CR SEVILLA AI-7, 1;I;-6,959750;38,872750;03/11/2023 00:00;1,699;;;1,839;;1,709;1,781;;;;;;;;;;CEPSA;;L: 07:00-23:00
VALENCIA / VALÈNCIA;VILLANUEVA DE CASTELLÓN;CASTELLÓ DE LA RIBERA;46270;AREA, ARRABAL EL PLA, 2;I;-0,538222;39,064694;31/10/2023 14:17;1,519;;;;;1,509;;;;;;;;;;;GASEXPRESS;;L-D: 24H
CANTABRIA;SANTANDER;SANTANDER;39011;AREA, ARRABAL PUERTO DE RAOS, 8;N;-3,833333;43,434139;30/10/2023 11:09;1,699;;;;;1,699;1,729;;;;;0,939;;;;;EESSMAS, S.L.;;"L-V: 07:00-21:00; S: 08:00-20:00"
BALEARS (ILLES);ALCÚDIA;ALCUDIA;07400;ARRANQUE MUELLE PESQUERO, S/Nº;N;3,135361;39,838250;;;;;;;;;837,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-V: 09:00-14:00 y 15:00-18:00
MADRID;MADRID;MADRID;28027;ARTURO SORIA, 29;N;-3,640833;40,441444;02/11/2023 17:10;1,719;;;1,869;;1,719;1,729;;;;;;;;;;REPSOL;;L-D: 24H
ASTURIAS;ALLER;CORIGOS;33685;AS-112 km 5,8;D;-5,674861;43,164750;03/11/2023 00:00;1,679;;;1,839;;1,699;1,759;1,337;;;;;;;;;REPSOL;;"L-V: 08:30-14:30 y 16:00-21:00; S-D: 08:00-16:00"
ASTURIAS;TEVERGA;SAN MARTIN;33110;AS-228 km 28;D;-6,096833;43,164806;03/11/2023 00:00;1,679;;;;;1,689;1,749;1,333;;;;;;;;;PETRONOR;;L-D: 07:00-15:00
ASTURIAS;TINEO;NAVELGAS;33873;AS219 km 25800;I;-6,543028;43,408639;03/11/2023 00:00;1,679;;;;;1,689;1,739;;;;;;;;;;REPSOL;;L-D: 08:00-20:00
SEGOVIA;BOCEGUILLAS;BOCEGUILLAS;40560;AT  A-1 P.K. 116,0 D;D;-3,631417;41,325139;03/11/2023 00:00;1,649;;1,699;1,809;;1,675;1,775;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
VALENCIA / VALÈNCIA;REQUENA;REQUENA;46340;AT A-3, 281;I;-1,165306;39,530556;31/10/2023 16:15;1,739;;;1,839;;1,709;1,799;1,195;;;;;;;;;BP ;;L-D: 24H
VALENCIA / VALÈNCIA;BUÑOL;BUÑOL;46360;AT A-3, 322;I;-0,754528;39,444778;03/11/2023 00:00;1,709;;;1,869;;1,739;1,839;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
VALENCIA / VALÈNCIA;CHIVA;CHIVA;46370;AT A-3, 337;I;-0,588833;39,475222;03/11/2023 00:00;1,749;;;1,879;;1,739;1,829;;;;;0,959;;;;;REPSOL;;L-D: 24H
BIZKAIA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO;48500;AT A-8, 131;I;-3,067722;43,327111;03/11/2023 00:00;1,709;;;1,869;;1,739;1,839;;;;;;;;;;PETRONOR;;L-D: 24H
BIZKAIA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO;48500;AT A-8, 131;D;-3,068806;43,328500;03/11/2023 00:00;1,709;;;1,869;;1,739;1,839;;;;;0,959;;;;;PETRONOR;;L-D: 24H
LEÓN;RIOSECO DE TAPIA;RIOSECO DE TAPIA;24275;AT AP-66, 126;D;-5,767500;42,690583;03/11/2023 00:00;1,659;;;1,819;;1,659;1,759;;;;;;;;;;REPSOL;;L-D: 24H
LEÓN;RIOSECO DE TAPIA;RIOSECO DE TAPIA;24275;AT AP-66, 126;I;-5,770944;42,691639;03/11/2023 00:00;1,659;;;1,819;;1,659;1,759;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
CANTABRIA;VALDÁLIGA;VALDALIGA;39593;AU  A-8 ,P.K. 256;D;-4,329278;43,333972;03/11/2023 00:00;1,709;;;1,869;;1,729;1,829;;;;;0,949;;;;;REPSOL;;L-D: 24H
CANTABRIA;VALDÁLIGA;VALDALIGA;39593;AU  A-8 ,P.K. 256;I;-4,330611;43,334083;03/11/2023 00:00;1,709;;;1,869;;1,729;1,829;;;;;0,949;;;;;REPSOL;;L-D: 24H
CANTABRIA;CAMARGO;MALIAÑO;39600;AU A-10, 3;D;-3,835611;43,425278;03/11/2023 00:00;1,719;;;1,879;;1,709;1,809;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
CANTABRIA;CAMARGO;MALIAÑO;39600;AU A-10, 5;D;-3,836333;43,412444;03/11/2023 00:00;1,729;;;1,889;;1,709;1,809;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
NAVARRA;VALTIERRA;VALTIERRA;31514;AU A-15, 14;D;-1,674889;42,200361;03/11/2023 00:00;1,669;;;1,789;;1,699;1,759;;;;;;;;;;REPSOL;;L-D: 24H
NAVARRA;VALTIERRA;VALTIERRA;31514;AU A-15, 14;I;-1,676278;42,200333;03/11/2023 00:00;1,669;;;1,789;;1,699;1,759;;;;;;;;;;REPSOL;;L-D: 24H
NAVARRA;NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);IMARCOAIN;31119;AU A-15, 78;D;-1,615528;42,724889;03/11/2023 10:00;1,709;;;1,841;;1,739;1,799;1,389;;;;0,949;;;;;CEPSA;;L-D: 24H
NAVARRA;NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);IMARCOAIN;31119;AU A-15, 78;I;-1,618028;42,731944;03/11/2023 06:00;1,709;;;;;1,749;1,865;1,389;;;;0,949;;;;;CEPSA;;L-D: 24H
NAVARRA;IZA;ZUASTI;31892;AU A-15, 98,5;D;-1,743917;42,861639;03/11/2023 00:00;1,709;;;1,869;;1,729;1,829;;;;;0,939;;;;;REPSOL;;L-D: 24H
ZARAGOZA;SOBRADIEL;SOBRADIEL;50629;AU A-68, 283;D;-1,029833;41,731639;03/11/2023 00:00;1,649;;;1,809;;1,689;1,789;;;;;;;;;;REPSOL;;L-D: 24H
ZARAGOZA;SOBRADIEL;SOBRADIEL;50629;AU A-68, 283;I;-1,031417;41,730583;03/11/2023 00:00;1,649;;;1,809;;1,689;1,789;;;;;;;;;;PETRONOR;;L-D: 24H
MÁLAGA;ALGARROBO;ALGARROBO;29750;AU A-7  277,8;I;-4,050556;36,760194;03/11/2023 00:00;1,709;;;1,849;;1,719;1,799;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
CANTABRIA;BÁRCENA DE CICERO;AMBROSERO;39791;AU A-8, 182;I;-3,542028;43,411417;03/11/2023 00:00;1,709;;;1,829;;1,729;1,829;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
CANTABRIA;ENTRAMBASAGUAS;HOZNAYO;39716;AU A-8, 195;D;-3,683500;43,389806;03/11/2023 00:00;1,709;;;;;1,729;1,829;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
PONTEVEDRA;VILABOA;VILABOA;36141;AU A-9  PONTEVEDRA SUR-VIGO, 13;D;-8,662806;42,318500;30/10/2023 00:00;1,719;;;1,851;;1,749;1,815;;;;;0,979;;;;;CEPSA;;L-D: 24H
PONTEVEDRA;VILABOA;VILABOA;36141;AU A-9, 144;I;-8,662222;42,317667;30/10/2023 00:00;1,719;;;1,851;;1,749;1,815;;;;;0,979;;;;;CEPSA;;L-D: 24H
BURGOS;QUINTANAPALLA;QUINTANAPALLA;09290;AU AP-1   (IZDA), 12;I;-3,549556;42,404750;03/11/2023 00:00;1,699;;;1,859;;1,699;1,799;;;;;0,939;;;;;REPSOL;;L-D: 24H
BURGOS;QUINTANAPALLA;QUINTANAPALLA;09290;AU AP-1  (DCHA), 12;D;-3,549583;42,404111;03/11/2023 00:00;1,699;;1,729;1,849;;1,699;1,789;;;;;0,939;;;;;REPSOL;;L-D: 24H
RIOJA (LA);SAN ASENSIO;SAN ASENSIO;26340;AU AP-68, 100;I;-2,752889;42,513222;03/11/2023 00:00;1,669;;;1,799;;1,699;1,799;;;;;;;;;;PETRONOR;;L-D: 07:00-23:00
RIOJA (LA);SAN ASENSIO;SAN ASENSIO;26340;AU AP-68, 100;D;-2,754389;42,511667;03/11/2023 00:00;1,669;;;1,789;;1,699;1,789;;;;;;;;;;PETRONOR;;L-D: 07:00-23:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AU AP-68, 136,2;D;-2,370917;42,450417;03/11/2023 00:00;1,669;;;1,799;;1,699;1,799;;;;;;;;;;REPSOL;;L-D: 24H
ARABA/ÁLAVA;ZUIA;ALTUBE;01139;AU AP-68, 36;I;-2,870083;42,966111;03/11/2023 00:00;1,699;;;1,859;;1,719;1,819;;;;;0,939;;;;;PETRONOR;;L-D: 06:00-23:00
ARABA/ÁLAVA;ZUIA;ALTUBE;01139;AU AP-68, 36;D;-2,873583;42,966472;03/11/2023 00:00;1,699;;;1,859;;1,719;1,819;;;;;;;;;;REPSOL;;L-D: 06:00-23:00
BIZKAIA;ARRIGORRIAGA;ARRIGORRIAGA;48480;AU AP-68, 6;D;-2,897389;43,190194;03/11/2023 00:00;1,699;;1,749;1,859;;1,729;1,829;;;;;0,949;;;;;PETRONOR;;L-D: 24H
ARABA/ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;IGAY;01213;AU AP-68, 63  D;D;-2,913306;42,743111;03/11/2023 00:00;1,699;;;1,859;;1,719;1,819;;;;;;;;;;PETRONOR;;L-D: 24H
ARABA/ÁLAVA;RIBERA BAJA/ERRIBERA BEITIA;IGAY;01213;AU AP-68, 63,5;I;-2,913222;42,741361;03/11/2023 00:00;1,699;;;1,859;;1,719;1,819;;;;;;;;;;PETRONOR;;L-D: 24H
TARRAGONA;SANT JAUME DELS DOMENYS;SANT JAUME DELS DOMENYS;43713;AU AP-7   OESTE, 208;D;1,589944;41,289444;03/11/2023 00:00;1,729;;1,779;1,889;;1,679;1,779;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;ESTEPONA;ESTEPONA;29680;AU AP-7  161,00 D;D;-5,114944;36,465167;03/11/2023 00:00;1,709;;;1,869;;1,719;1,819;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;TORREMOLINOS;TORREMOLINOS;29620;AU AP-7  224,00  D;D;-4,526917;36,613250;03/11/2023 00:00;1,729;;;1,889;;1,719;1,819;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;TORREMOLINOS;TORREMOLINOS;29620;AU AP-7  224,00  I;I;-4,527250;36,613611;03/11/2023 00:00;1,729;;;1,889;;1,719;1,819;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;ESTEPONA;ESTEPONA;29680;AU AP-7, 161,00 I;I;-5,116556;36,463556;03/11/2023 00:00;1,709;;;1,859;;1,719;1,809;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;MARBELLA;MARBELLA;29600;AU AP-7, 187,00 I;I;-4,830278;36,519417;03/11/2023 00:00;1,739;;;1,899;;1,729;1,829;;;;;;;;;;REPSOL;;L-D: 24H
GIRONA;MAÇANET DE LA SELVA;MAÇANET DE LA SELVA;17412;AU AP-7, 86;D;2,739972;41,772833;03/11/2023 00:00;1,729;;;1,849;;1,699;1,799;1,488;;;;0,969;;;;;REPSOL;;L-D: 24H
MADRID;MECO;MECO;28880;AU R-2 ,P.K. 35,5 M.D.;D;-3,295000;40,554361;30/10/2023 23:00;1,859;;;1,919;;1,849;1,909;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
MADRID;MECO;MECO;28880;AU R-2 ,P.K. 35,5 M.I.;I;-3,294472;40,557000;30/10/2023 23:00;1,859;;;1,919;;1,849;1,909;;;;;;;;;;REPSOL;;L-D: 24H
GIRONA;FIGUERES;FIGUERES;17600;AUSIAS MARCH S/N;N;2,963833;42,253111;31/10/2023 12:55;1,899;;;;;1,919;;;;;;;;;;;EXP.OIL;;"L-J: 07:00-23:00; V-D: 07:00-23:59"
MADRID;PINTO;PINTO;28320;AUTOPISTA A - 4 KM. 23,300;I;-3,684694;40,218694;03/11/2023 00:00;1,709;;;1,829;;1,709;1,769;;;;;;;;;;REPSOL;;"L-V: 06:00-22:00; S: 06:00-14:00"
ZARAGOZA;TAUSTE;TAUSTE;50660;AUTOPISTA A-126 KM. 37,850;D;-1,245778;41,893639;02/11/2023 08:42;1,629;;;1,749;;1,629;1,659;1,349;;;;;;;;;LABOIL, S.L.;;L-D: 24H
GUADALAJARA;SAÚCA;SAUCA;19262;AUTOPISTA A-2 KM. 125;I;-2,554806;41,013750;03/11/2023 00:00;1,679;;;1,789;;1,689;1,739;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
ZARAGOZA;ATECA;ATECA;50200;AUTOPISTA A-2 KM. 221;D;-1,768167;41,312778;30/10/2023 13:32;1,649;;;;;1,709;;1,415;;;;;;;;;ARENTO;;L-D: 24H
ZARAGOZA;CALATORAO;CALATORAO;50280;AUTOPISTA A-2 KM. 276,9;N;-1,321250;41,501750;02/11/2023 11:30;1,669;;;;;1,699;1,799;;;;;;;;;;BP;;"L-V: 06:00-23:00; S: 07:00-22:00; D: 07:00-23:00"
TOLEDO;CASARRUBIOS DEL MONTE;CASARRUBIOS DEL MONTE;45950;AUTOPISTA A-5 KM. 37,5;I;-4,057528;40,244667;02/11/2023 11:30;1,729;;;1,899;;1,729;1,839;;;;;;;;;;SHELL;;"L-V: 06:00-00:00; S: 07:00-23:00; D: 07:00-00:00"
ASTURIAS;OVIEDO;OVIEDO;33001;AUTOPISTA A-66 KM. 33;I;-5,869306;43,340556;03/11/2023 00:00;1,729;;;1,849;;1,739;1,809;;;;;;;;;;REPSOL;;L-D: 24H
BADAJOZ;MONESTERIO;MONESTERIO;06260;AUTOPISTA A-66 KM. 727;I;-6,220556;38,029444;03/11/2023 00:00;1,669;;;1,809;;1,689;1,789;;;;;;;;;;REPSOL;;L-D: 24H
LEÓN;SENA DE LUNA;CALDAS DE LUNA;24146;AUTOPISTA A-66 KM. 89;I;-5,856583;42,928972;03/11/2023 00:00;1,669;;;1,801;;1,669;1,769;;;;;0,979;;;;;CEPSA;;L-D: 24H
NAVARRA;FONTELLAS;FONTELLAS;31512;AUTOPISTA A-68 KM. 222;D;-1,600861;42,012583;03/11/2023 00:00;1,709;;;1,829;;1,739;1,819;;;;;0,939;;;;;REPSOL;;L-D: 24H
ZARAGOZA;UTEBO;UTEBO;50180;AUTOPISTA A-68 KM. 246;D;-0,957889;41,677167;03/11/2023 00:00;1,659;;;1,789;;1,699;1,769;;;;;;;;;;REPSOL;;"L-V: 07:00-21:00; S: 08:00-15:00"
ZARAGOZA;PINSEQUE;PINSEQUE;50298;AUTOPISTA A-68 KM. 258,2;I;-1,076389;41,738306;03/11/2023 00:00;1,649;;;1,789;;1,689;1,769;;;;;;;;;;REPSOL;;"L-V: 06:00-22:00; S-D: 08:00-22:00"
VALENCIA / VALÈNCIA;MASALAVÉS;MASALAVES;46292;AUTOPISTA A-7 KM. 659,8;D;-0,527806;39,153972;03/11/2023 00:00;1,719;;;1,839;;1,729;1,829;;;;;0,969;;;;;REPSOL;;L-D: 24H
VALENCIA / VALÈNCIA;MASALAVÉS;MASALAVES;46292;AUTOPISTA A-7 KM. 659,8;I;-0,529361;39,154583;03/11/2023 00:00;1,719;;;1,839;;1,729;1,829;;;;;0,969;;;;;REPSOL;;L-D: 24H
ASTURIAS;CARREÑO;TAM ON;33469;AUTOPISTA A-8 KM. 401,5;I;-5,817333;43,511278;03/11/2023 00:00;1,719;;;1,879;;1,729;1,829;;;;;0,989;;;;;PETRONOR;;L-D: 24H
ASTURIAS;SIERO;VIELLA;33429;AUTOPISTA A-8 KM. 456;D;-5,779944;43,393944;03/11/2023 00:00;1,729;;;1,889;;1,729;1,829;;;;;;;;;;REPSOL;;L-D: 06:00-23:00
PONTEVEDRA;PORTAS;SALNES;36658;AUTOPISTA A-9 KM. 114;D;-8,671833;42,562500;02/11/2023 23:00;1,699;;;1,899;;1,719;1,789;;;;;;;;;;BP;;L-D: 24H
PONTEVEDRA;PORTAS;SALNES;36658;AUTOPISTA A-9 KM. 114;D;-8,672250;42,562583;02/11/2023 23:00;1,699;;;1,899;;1,719;1,789;;;;;;;;;;BP;;L-D: 24H
CORUÑA (A);TEO;TEO;15886;AUTOPISTA A-9 KM. 81;D;-8,585778;42,811500;02/11/2023 10:00;1,699;;;1,849;;1,719;1,789;;;;;;;;;;ENI;;L-D: 24H
SEVILLA;ALCALÁ DE GUADAÍRA;ALCALA DE GUADAIRA;41500;AUTOPISTA A-92 KM. 7,700;I;-5,867000;37,357361;02/11/2023 21:51;1,577;;;;;1,522;1,533;;;;;;;;;;NOVAOIL;;L-D: 24H
MADRID;SAN FERNANDO DE HENARES;CAMPITO (EL);28830;AUTOPISTA A4 KM. 14,3;D;-3,692194;40,297500;30/10/2023 12:42;;;;;;;;;;;;;1,139;1,059;;;MOLGAS;;L-D: 00:00-23:59
VALLADOLID;VEGA DE VALDETRONCO;VEGA DE VALDETRONCO;47133;AUTOPISTA A6 KM. 196;D;-5,121806;41,597806;02/11/2023 12:25;1,679;;1,749;;;1,689;1,779;1,199;;;;;;;;;CEPSA;;L-D: 07:00-23:00
MURCIA;MURCIA;CHURRA;30110;AUTOPISTA A7 (C.C. NUEVA CONDOMINA) KM. 730;N;-1,150056;38,041278;02/11/2023 10:49;1,588;;1,588;;;1,528;1,528;;;;;;;;;;GPS-NUEVA CONDOMINA;;"L-S: 08:30-22:30; D: 10:00-19:00"
GIRONA;JONQUERA (LA);LA JONQUERA;17700;AUTOPISTA AP 7 KM 7 KM. 7;N;2,874611;42,405417;03/11/2023 02:22;1,729;;;1,859;;1,719;1,809;;;;;;;;;;GALP;;L-D: 24H
BARCELONA;LLINARS DEL VALLÈS;LLINARS DEL VALLES;08450;AUTOPISTA AP 7 KM. 117;I;2,425611;41,647972;03/11/2023 10:20;1,739;;;1,879;;1,709;1,799;;;;;;;;;;GALP;;L-D: 24H
TARRAGONA;ALTAFULLA;ALTAFULLA;43893;AUTOPISTA AP 7 KM. 237;N;1,351806;41,136056;03/11/2023 00:00;1,739;;;1,871;;1,699;1,799;;;;;;;;;;CEPSA;;L-D: 24H
ALICANTE;AGOST;AGOST;03698;AUTOPISTA AP 7 KM. 696;I;-0,599444;38,408861;03/11/2023 10:20;1,724;;;1,844;;1,684;1,774;;;;;;;;;;GALP;;L-D: 24H
ALICANTE;AGOST;AGOST;03698;AUTOPISTA AP 7 KM. 696;D;-0,599972;38,406528;03/11/2023 10:20;1,724;;;1,844;;1,684;1,754;;;;;;;;;;GALP;;L-D: 24H
GIRONA;RIUDELLOTS DE LA SELVA;RIUDELLOTS DE LA SELVA;17457;AUTOPISTA AP 7 KM. 70,5;D;2,772056;41,905889;03/11/2023 02:21;1,709;;;1,829;;1,689;1,779;;;;;0,949;;;;;GALP;;L-D: 24H
BURGOS;BRIVIESCA;BRIVIESCA;09240;AUTOPISTA AP-1 (MRG.DCHO.) KM. 35,5;D;-3,334111;42,526028;03/11/2023 06:00;1,719;;;1,851;;1,729;1,809;;;;;0,959;;;;;CEPSA;;L-D: 24H
BURGOS;AMEYUGO;AMEYUGO;09219;AUTOPISTA AP-1 (MRG.DCHO.) KM. 63,5;D;-3,069667;42,650611;03/11/2023 06:00;1,719;;;1,851;;1,729;1,809;;;;;0,959;;;;;CEPSA;;L-D: 24H
BURGOS;BRIVIESCA;BRIVIESCA;09240;AUTOPISTA AP-1 (MRG.IZDO.) KM. 35,5;I;-3,332083;42,528861;03/11/2023 06:00;1,719;;;1,851;;1,729;1,809;;;;;0,959;;;;;CEPSA;;L-D: 24H
BURGOS;AMEYUGO;AMEYUGO;09219;AUTOPISTA AP-1 (MRG.IZDO.) KM. 63,5;I;-3,068028;42,651972;03/11/2023 06:00;1,719;;;1,851;;1,729;1,809;;;;;0,959;;;;;CEPSA;;L-D: 24H
GIPUZKOA;ESKORIATZA;APOTZAGA;20540;AUTOPISTA AP-1 KM. 121,500;I;-2,535278;43,016944;03/11/2023 00:00;1,709;;;1,869;;1,719;1,819;;;;;0,939;;;;;REPSOL;;L-D: 24H
GIPUZKOA;ARRASATE/MONDRAGÓN;ARRASATE/MONDRAGON;20500;AUTOPISTA AP-1 KM. 129;D;-2,476111;43,063333;03/11/2023 00:00;1,709;;;1,869;;1,719;1,819;;;;;0,939;;;;;REPSOL;;L-D: 24H
HUESCA;FRAGA;FRAGA;22520;AUTOPISTA AP-2 (MRG.DCHO.) KM. 119;D;0,397194;41,496861;03/11/2023 00:00;1,689;;;1,831;;1,709;1,799;;;;;;;;;;BP AP2 FRAGA (MD);;L-D: 07:00-23:00
LLEIDA;ALFÉS;ALFES;25161;AUTOPISTA AP-2 (MRG.DCHO.) KM. 142;D;0,639222;41,541306;30/10/2023 06:00;1,679;;;1,811;;1,704;1,789;;;;;;;;;;VALCARCE;;L-D: 24H
LLEIDA;BORGES BLANQUES (LES);BORGES BLANQUES (LES);25400;AUTOPISTA AP-2 (MRG.DCHO.) KM. 164;D;0,865500;41,487417;30/10/2023 07:00;1,659;;;1,791;;1,684;1,769;;;;;;;;;;GALP;;L-D: 07:00-23:00
TARRAGONA;MONTBLANC;MONTBLANC;43400;AUTOPISTA AP-2 (MRG.DCHO.) KM. 196;D;1,191306;41,387222;03/11/2023 06:00;1,709;;;1,841;;1,685;1,785;;;;;;;;;;CEPSA;;L-D: 24H
TARRAGONA;VILA-RODONA;VILA-RODONA;43814;AUTOPISTA AP-2 (MRG.DCHO.) KM. 221,5;D;1,414278;41,286361;03/11/2023 10:02;1,719;;;1,849;;1,699;1,789;;;;;;;;;;GALP;;L-D: 07:00-23:00
HUESCA;CANDASNOS;CANDASNOS;22591;AUTOPISTA AP-2 (MRG.DCHO.) KM. 85,5;D;0,042028;41,518139;02/11/2023 18:14;1,689;;;1,819;;1,709;1,799;;;;;;;;;;GALP;;L-D: 24H
HUESCA;FRAGA;FRAGA;22520;AUTOPISTA AP-2 (MRG.IZDO.) KM. 119;I;0,394750;41,497389;03/11/2023 00:00;1,689;;;1,831;;1,709;1,799;;;;;;;;;;BP AP2 FRAGA (MI);;L-D: 07:00-23:00
LLEIDA;ALFÉS;ALFES;25161;AUTOPISTA AP-2 (MRG.IZDO.) KM. 142;I;0,637222;41,543361;30/10/2023 06:00;1,679;;;1,811;;1,704;1,789;;;;;;;;;;VALCARCE;;L-D: 24H
